product_id	shop_id	price_strength_level	product_strength_score	coupon_after_price	is_warn	warn_type	data_dt	dt
prod_1381	shop_003	较差	55	471.9	是	低价格力	2025-01-07	2025-01-07
prod_1094	shop_001	优秀	78	119.16	否		2025-01-07	2025-01-07
prod_1182	shop_001	优秀	80	178.36	否		2025-01-07	2025-01-07
prod_1269	shop_001	良好	64	281.87	否		2025-01-07	2025-01-07
prod_1138	shop_002	较差	72	466.84	是	低价格力	2025-01-07	2025-01-07
prod_1072	shop_002	较差	71	662.16	是	低价格力	2025-01-07	2025-01-07
prod_1113	shop_003	良好	50	50.92	否		2025-01-07	2025-01-07
prod_1491	shop_002	较差	75	569.05	是	低价格力	2025-01-07	2025-01-07
prod_1132	shop_003	优秀	61	63.31	否		2025-01-07	2025-01-07
prod_1263	shop_002	较差	55	658.72	是	低价格力	2025-01-07	2025-01-07
prod_1241	shop_001	较差	93	265.8	是	低价格力	2025-01-07	2025-01-07
prod_1014	shop_001	良好	71	610.91	否		2025-01-07	2025-01-07
prod_1052	shop_001	较差	77	40.29	是	低价格力	2025-01-07	2025-01-07
prod_1001	shop_003	较差	95	273.42	是	低价格力	2025-01-07	2025-01-07
prod_1093	shop_002	良好	66	291.25	否		2025-01-07	2025-01-07
prod_1141	shop_003	良好	62	561.98	否		2025-01-07	2025-01-07
prod_1143	shop_001	良好	76	465.71	否		2025-01-07	2025-01-07
prod_1082	shop_002	较差	91	204.38	是	低价格力	2025-01-07	2025-01-07
prod_1121	shop_001	良好	71	661.01	否		2025-01-07	2025-01-07
prod_1357	shop_001	优秀	100	353.87	否		2025-01-07	2025-01-07
prod_1292	shop_003	较差	61	215.74	是	低价格力	2025-01-07	2025-01-07
prod_1159	shop_003	较差	81	757.52	是	低价格力	2025-01-07	2025-01-07
prod_1116	shop_003	良好	59	331.33	否		2025-01-07	2025-01-07
prod_1123	shop_001	优秀	92	740.82	否		2025-01-07	2025-01-07
prod_1426	shop_002	良好	98	110.87	否		2025-01-07	2025-01-07
prod_1126	shop_001	良好	73	694.3	否		2025-01-07	2025-01-07
prod_1347	shop_002	较差	82	390.73	是	低价格力	2025-01-07	2025-01-07
prod_1294	shop_003	优秀	64	191.81	否		2025-01-07	2025-01-07
prod_1312	shop_001	优秀	79	68.57	否		2025-01-07	2025-01-07
prod_1496	shop_002	优秀	57	570.47	否		2025-01-07	2025-01-07
prod_1239	shop_003	较差	85	654.11	是	低价格力	2025-01-07	2025-01-07
prod_1252	shop_002	较差	82	152.03	是	低价格力	2025-01-07	2025-01-07
prod_1012	shop_001	良好	79	447.21	否		2025-01-07	2025-01-07
prod_1379	shop_001	优秀	65	304.48	否		2025-01-07	2025-01-07
prod_1278	shop_003	较差	64	465.49	是	低价格力	2025-01-07	2025-01-07
prod_1354	shop_001	良好	50	606.61	否		2025-01-07	2025-01-07
prod_1408	shop_003	优秀	58	443.0	否		2025-01-07	2025-01-07
prod_1276	shop_001	较差	95	600.18	是	低价格力	2025-01-07	2025-01-07
prod_1266	shop_001	优秀	74	542.09	否		2025-01-07	2025-01-07
prod_1265	shop_001	良好	90	441.92	否		2025-01-07	2025-01-07
prod_1373	shop_001	良好	64	39.8	否		2025-01-07	2025-01-07
prod_1450	shop_003	良好	92	170.47	否		2025-01-07	2025-01-07
prod_1356	shop_003	较差	81	407.27	是	低价格力	2025-01-07	2025-01-07
prod_1318	shop_003	较差	77	526.73	是	低价格力	2025-01-07	2025-01-07
prod_1469	shop_003	优秀	57	10.81	否		2025-01-07	2025-01-07
prod_1283	shop_002	优秀	59	49.8	否		2025-01-07	2025-01-07
prod_1163	shop_002	良好	66	658.24	否		2025-01-07	2025-01-07
prod_1482	shop_001	良好	77	474.34	否		2025-01-07	2025-01-07
prod_1429	shop_003	较差	75	503.32	是	低价格力	2025-01-07	2025-01-07
prod_1353	shop_003	良好	100	53.92	否		2025-01-07	2025-01-07
prod_1305	shop_001	良好	93	611.01	否		2025-01-07	2025-01-07
prod_1150	shop_002	良好	50	777.28	否		2025-01-07	2025-01-07
prod_1261	shop_003	较差	81	543.67	是	低价格力	2025-01-07	2025-01-07
prod_1010	shop_001	良好	54	449.03	否		2025-01-07	2025-01-07
prod_1122	shop_001	优秀	66	349.92	否		2025-01-08	2025-01-08
prod_1118	shop_002	良好	95	439.05	否		2025-01-08	2025-01-08
prod_1071	shop_002	较差	62	132.3	是	低价格力	2025-01-08	2025-01-08
prod_1161	shop_002	良好	98	571.08	否		2025-01-08	2025-01-08
prod_1183	shop_002	优秀	98	677.79	否		2025-01-08	2025-01-08
prod_1429	shop_001	良好	95	629.43	否		2025-01-08	2025-01-08
prod_1390	shop_002	优秀	80	48.34	否		2025-01-08	2025-01-08
prod_1458	shop_002	优秀	90	761.14	否		2025-01-08	2025-01-08
prod_1496	shop_002	优秀	86	482.53	否		2025-01-08	2025-01-08
prod_1335	shop_002	较差	85	227.84	是	低价格力	2025-01-08	2025-01-08
prod_1419	shop_003	良好	68	303.72	否		2025-01-08	2025-01-08
prod_1297	shop_003	优秀	55	302.86	否		2025-01-08	2025-01-08
prod_1162	shop_002	良好	59	20.49	否		2025-01-08	2025-01-08
prod_1201	shop_003	良好	81	666.4	否		2025-01-08	2025-01-08
prod_1134	shop_002	较差	56	631.92	是	低价格力	2025-01-08	2025-01-08
prod_1070	shop_003	较差	100	697.41	是	低价格力	2025-01-08	2025-01-08
prod_1210	shop_002	良好	95	156.02	否		2025-01-08	2025-01-08
prod_1304	shop_002	良好	73	401.09	否		2025-01-08	2025-01-08
prod_1262	shop_002	良好	69	584.62	否		2025-01-08	2025-01-08
prod_1097	shop_003	良好	88	595.2	否		2025-01-08	2025-01-08
prod_1237	shop_003	良好	86	503.94	否		2025-01-08	2025-01-08
prod_1208	shop_001	优秀	52	704.11	否		2025-01-08	2025-01-08
prod_1322	shop_002	较差	54	674.75	是	低价格力	2025-01-08	2025-01-08
prod_1386	shop_001	良好	98	346.35	否		2025-01-08	2025-01-08
prod_1179	shop_003	较差	71	588.81	是	低价格力	2025-01-08	2025-01-08
prod_1303	shop_001	优秀	53	323.23	否		2025-01-08	2025-01-08
prod_1433	shop_003	较差	77	122.49	是	低价格力	2025-01-08	2025-01-08
prod_1353	shop_003	优秀	54	779.81	否		2025-01-08	2025-01-08
prod_1277	shop_001	优秀	54	401.18	否		2025-01-08	2025-01-08
prod_1314	shop_002	优秀	95	444.95	否		2025-01-08	2025-01-08
prod_1016	shop_003	良好	55	451.06	否		2025-01-08	2025-01-08
prod_1260	shop_002	较差	72	390.15	是	低价格力	2025-01-08	2025-01-08
prod_1431	shop_001	较差	79	39.2	是	低价格力	2025-01-08	2025-01-08
prod_1081	shop_003	优秀	72	432.67	否		2025-01-08	2025-01-08
prod_1261	shop_002	良好	68	43.92	否		2025-01-08	2025-01-08
prod_1217	shop_001	良好	72	290.87	否		2025-01-08	2025-01-08
prod_1446	shop_001	较差	91	42.21	是	低价格力	2025-01-08	2025-01-08
prod_1292	shop_003	良好	57	63.67	否		2025-01-08	2025-01-08
prod_1065	shop_002	优秀	57	94.02	否		2025-01-08	2025-01-08
prod_1435	shop_002	较差	89	393.52	是	低价格力	2025-01-08	2025-01-08
prod_1324	shop_003	良好	91	594.6	否		2025-01-08	2025-01-08
prod_1287	shop_001	较差	93	305.45	是	低价格力	2025-01-08	2025-01-08
prod_1170	shop_003	良好	88	722.8	否		2025-01-08	2025-01-08
prod_1439	shop_002	优秀	52	586.41	否		2025-01-08	2025-01-08
prod_1223	shop_003	较差	82	183.41	是	低价格力	2025-01-08	2025-01-08
prod_1305	shop_002	较差	61	689.84	是	低价格力	2025-01-08	2025-01-08
prod_1492	shop_003	良好	83	683.19	否		2025-01-08	2025-01-08
prod_1321	shop_003	较差	81	112.62	是	低价格力	2025-01-08	2025-01-08
prod_1389	shop_001	优秀	86	550.42	否		2025-01-08	2025-01-08
prod_1099	shop_002	良好	84	212.64	否		2025-01-08	2025-01-08
prod_1462	shop_001	较差	72	246.54	是	低价格力	2025-01-08	2025-01-08
prod_1414	shop_003	较差	67	65.73	是	低价格力	2025-01-08	2025-01-08
prod_1341	shop_002	良好	59	388.64	否		2025-01-08	2025-01-08
prod_1104	shop_001	良好	70	753.42	否		2025-01-08	2025-01-08
prod_1002	shop_001	良好	97	488.22	否		2025-01-08	2025-01-08
prod_1241	shop_001	优秀	98	368.91	否		2025-01-08	2025-01-08
prod_1395	shop_001	良好	90	249.38	否		2025-01-08	2025-01-08
prod_1073	shop_001	优秀	51	224.86	否		2025-01-08	2025-01-08
prod_1258	shop_003	优秀	94	564.58	否		2025-01-08	2025-01-08
prod_1420	shop_001	良好	80	571.53	否		2025-01-08	2025-01-08
prod_1090	shop_001	较差	82	91.51	是	低价格力	2025-01-09	2025-01-09
prod_1177	shop_001	良好	70	475.33	否		2025-01-09	2025-01-09
prod_1245	shop_002	良好	75	13.87	否		2025-01-09	2025-01-09
prod_1430	shop_002	良好	68	115.99	否		2025-01-09	2025-01-09
prod_1232	shop_002	优秀	97	94.54	否		2025-01-09	2025-01-09
prod_1484	shop_003	良好	69	733.39	否		2025-01-09	2025-01-09
prod_1081	shop_003	较差	55	64.99	是	低价格力	2025-01-09	2025-01-09
prod_1032	shop_003	较差	61	722.21	是	低价格力	2025-01-09	2025-01-09
prod_1358	shop_003	较差	81	251.28	是	低价格力	2025-01-09	2025-01-09
prod_1160	shop_003	良好	97	283.58	否		2025-01-09	2025-01-09
prod_1314	shop_002	优秀	88	380.3	否		2025-01-09	2025-01-09
prod_1008	shop_003	较差	53	158.62	是	低价格力	2025-01-09	2025-01-09
prod_1268	shop_002	较差	93	700.45	是	低价格力	2025-01-09	2025-01-09
prod_1393	shop_002	良好	51	30.63	否		2025-01-09	2025-01-09
prod_1185	shop_002	较差	70	266.37	是	低价格力	2025-01-09	2025-01-09
prod_1227	shop_002	良好	52	707.09	否		2025-01-09	2025-01-09
prod_1262	shop_001	较差	79	386.67	是	低价格力	2025-01-09	2025-01-09
prod_1192	shop_003	较差	88	661.55	是	低价格力	2025-01-09	2025-01-09
prod_1251	shop_001	较差	68	260.37	是	低价格力	2025-01-09	2025-01-09
prod_1327	shop_003	较差	100	482.43	是	低价格力	2025-01-09	2025-01-09
prod_1027	shop_001	较差	82	365.69	是	低价格力	2025-01-09	2025-01-09
prod_1368	shop_003	较差	92	265.69	是	低价格力	2025-01-09	2025-01-09
prod_1243	shop_002	良好	79	478.21	否		2025-01-09	2025-01-09
prod_1136	shop_003	良好	59	112.66	否		2025-01-09	2025-01-09
prod_1100	shop_003	较差	50	48.74	是	低价格力	2025-01-09	2025-01-09
prod_1097	shop_002	优秀	65	513.78	否		2025-01-09	2025-01-09
prod_1238	shop_001	较差	62	146.74	是	低价格力	2025-01-09	2025-01-09
prod_1426	shop_002	优秀	83	766.55	否		2025-01-09	2025-01-09
prod_1036	shop_002	较差	94	784.68	是	低价格力	2025-01-09	2025-01-09
prod_1207	shop_002	优秀	90	315.7	否		2025-01-09	2025-01-09
prod_1302	shop_003	良好	69	63.6	否		2025-01-09	2025-01-09
prod_1181	shop_003	较差	55	279.33	是	低价格力	2025-01-09	2025-01-09
prod_1105	shop_001	较差	64	212.71	是	低价格力	2025-01-09	2025-01-09
prod_1282	shop_001	良好	55	651.07	否		2025-01-09	2025-01-09
prod_1068	shop_003	较差	79	338.9	是	低价格力	2025-01-09	2025-01-09
prod_1350	shop_002	较差	53	177.24	是	低价格力	2025-01-09	2025-01-09
prod_1303	shop_002	良好	94	360.73	否		2025-01-09	2025-01-09
prod_1353	shop_003	良好	74	766.27	否		2025-01-09	2025-01-09
prod_1335	shop_003	优秀	77	748.95	否		2025-01-09	2025-01-09
prod_1019	shop_003	较差	52	281.1	是	低价格力	2025-01-09	2025-01-09
prod_1328	shop_001	优秀	98	227.05	否		2025-01-09	2025-01-09
prod_1428	shop_002	良好	88	246.53	否		2025-01-09	2025-01-09
prod_1334	shop_001	优秀	67	56.45	否		2025-01-09	2025-01-09
prod_1380	shop_002	优秀	77	140.07	否		2025-01-09	2025-01-09
prod_1441	shop_003	较差	59	224.09	是	低价格力	2025-01-09	2025-01-09
prod_1063	shop_003	优秀	69	142.04	否		2025-01-09	2025-01-09
prod_1154	shop_002	优秀	65	647.33	否		2025-01-09	2025-01-09
prod_1392	shop_001	良好	78	308.2	否		2025-01-09	2025-01-09
prod_1041	shop_003	优秀	87	522.03	否		2025-01-09	2025-01-09
prod_1114	shop_001	较差	56	578.34	是	低价格力	2025-01-09	2025-01-09
prod_1233	shop_002	良好	56	782.57	否		2025-01-09	2025-01-09
prod_1128	shop_003	良好	89	17.28	否		2025-01-09	2025-01-09
prod_1108	shop_003	较差	92	241.48	是	低价格力	2025-01-09	2025-01-09
prod_1408	shop_003	良好	70	615.17	否		2025-01-09	2025-01-09
prod_1371	shop_001	良好	66	368.71	否		2025-01-09	2025-01-09
prod_1300	shop_001	优秀	77	166.38	否		2025-01-09	2025-01-09
prod_1469	shop_001	优秀	92	162.29	否		2025-01-09	2025-01-09
prod_1175	shop_001	良好	66	588.61	否		2025-01-09	2025-01-09
prod_1265	shop_001	优秀	83	478.58	否		2025-01-09	2025-01-09
prod_1125	shop_001	良好	54	261.15	否		2025-01-09	2025-01-09
prod_1364	shop_002	良好	82	336.78	否		2025-01-10	2025-01-10
prod_1285	shop_002	良好	57	644.42	否		2025-01-10	2025-01-10
prod_1011	shop_001	较差	81	723.74	是	低价格力	2025-01-10	2025-01-10
prod_1303	shop_001	优秀	55	485.65	否		2025-01-10	2025-01-10
prod_1000	shop_002	较差	68	608.2	是	低价格力	2025-01-10	2025-01-10
prod_1374	shop_002	优秀	79	35.54	否		2025-01-10	2025-01-10
prod_1174	shop_001	较差	75	598.05	是	低价格力	2025-01-10	2025-01-10
prod_1408	shop_002	较差	61	623.83	是	低价格力	2025-01-10	2025-01-10
prod_1348	shop_002	较差	62	549.09	是	低价格力	2025-01-10	2025-01-10
prod_1441	shop_002	良好	58	284.5	否		2025-01-10	2025-01-10
prod_1337	shop_003	优秀	64	691.92	否		2025-01-10	2025-01-10
prod_1187	shop_002	优秀	89	555.37	否		2025-01-10	2025-01-10
prod_1062	shop_003	优秀	50	641.49	否		2025-01-10	2025-01-10
prod_1385	shop_003	良好	63	679.63	否		2025-01-10	2025-01-10
prod_1213	shop_001	优秀	66	371.13	否		2025-01-10	2025-01-10
prod_1261	shop_001	优秀	89	266.06	否		2025-01-10	2025-01-10
prod_1369	shop_001	较差	56	614.51	是	低价格力	2025-01-10	2025-01-10
prod_1353	shop_003	优秀	81	713.76	否		2025-01-10	2025-01-10
prod_1238	shop_002	优秀	74	100.0	否		2025-01-10	2025-01-10
prod_1059	shop_001	良好	51	561.97	否		2025-01-10	2025-01-10
prod_1468	shop_003	良好	88	141.52	否		2025-01-10	2025-01-10
prod_1318	shop_001	良好	90	432.61	否		2025-01-10	2025-01-10
prod_1414	shop_001	较差	50	199.43	是	低价格力	2025-01-10	2025-01-10
prod_1208	shop_003	较差	95	740.14	是	低价格力	2025-01-10	2025-01-10
prod_1069	shop_002	良好	68	116.2	否		2025-01-10	2025-01-10
prod_1396	shop_003	优秀	81	650.17	否		2025-01-10	2025-01-10
prod_1231	shop_002	优秀	100	752.52	否		2025-01-10	2025-01-10
prod_1155	shop_001	优秀	63	745.65	否		2025-01-10	2025-01-10
prod_1060	shop_002	良好	66	78.1	否		2025-01-10	2025-01-10
prod_1267	shop_003	良好	56	719.31	否		2025-01-10	2025-01-10
prod_1268	shop_002	优秀	88	442.83	否		2025-01-10	2025-01-10
prod_1474	shop_001	优秀	53	12.87	否		2025-01-10	2025-01-10
prod_1429	shop_003	良好	96	421.15	否		2025-01-10	2025-01-10
prod_1130	shop_003	优秀	95	560.2	否		2025-01-10	2025-01-10
prod_1054	shop_001	较差	91	705.23	是	低价格力	2025-01-10	2025-01-10
prod_1120	shop_002	优秀	74	666.28	否		2025-01-10	2025-01-10
prod_1170	shop_002	良好	65	182.13	否		2025-01-10	2025-01-10
prod_1038	shop_003	良好	96	595.96	否		2025-01-10	2025-01-10
prod_1072	shop_003	良好	67	793.61	否		2025-01-10	2025-01-10
prod_1437	shop_002	较差	61	360.46	是	低价格力	2025-01-10	2025-01-10
prod_1188	shop_003	较差	68	166.74	是	低价格力	2025-01-10	2025-01-10
prod_1156	shop_001	良好	80	84.28	否		2025-01-10	2025-01-10
prod_1168	shop_001	较差	68	61.12	是	低价格力	2025-01-10	2025-01-10
prod_1471	shop_001	优秀	86	302.24	否		2025-01-10	2025-01-10
prod_1283	shop_002	较差	81	511.02	是	低价格力	2025-01-10	2025-01-10
prod_1214	shop_002	良好	90	225.14	否		2025-01-10	2025-01-10
prod_1089	shop_001	较差	72	469.68	是	低价格力	2025-01-10	2025-01-10
prod_1350	shop_001	优秀	50	69.73	否		2025-01-10	2025-01-10
prod_1006	shop_003	较差	100	451.76	是	低价格力	2025-01-10	2025-01-10
prod_1056	shop_001	较差	86	517.69	是	低价格力	2025-01-10	2025-01-10
prod_1430	shop_002	优秀	83	776.34	否		2025-01-10	2025-01-10
prod_1376	shop_002	良好	92	483.3	否		2025-01-10	2025-01-10
prod_1424	shop_001	良好	85	611.76	否		2025-01-10	2025-01-10
prod_1144	shop_002	良好	82	140.94	否		2025-01-10	2025-01-10
prod_1313	shop_003	优秀	93	481.52	否		2025-01-10	2025-01-10
prod_1008	shop_001	优秀	96	176.37	否		2025-01-10	2025-01-10
prod_1342	shop_001	较差	89	647.56	是	低价格力	2025-01-10	2025-01-10
prod_1280	shop_001	优秀	61	497.71	否		2025-01-10	2025-01-10
prod_1479	shop_001	良好	98	641.93	否		2025-01-10	2025-01-10
prod_1347	shop_001	较差	56	694.45	是	低价格力	2025-01-10	2025-01-10
prod_1109	shop_003	较差	62	601.62	是	低价格力	2025-01-11	2025-01-11
prod_1302	shop_001	较差	90	10.53	是	低价格力	2025-01-11	2025-01-11
prod_1222	shop_001	较差	78	588.81	是	低价格力	2025-01-11	2025-01-11
prod_1289	shop_001	较差	73	59.34	是	低价格力	2025-01-11	2025-01-11
prod_1318	shop_002	较差	51	45.16	是	低价格力	2025-01-11	2025-01-11
prod_1447	shop_001	良好	90	762.39	否		2025-01-11	2025-01-11
prod_1404	shop_001	优秀	67	767.69	否		2025-01-11	2025-01-11
prod_1030	shop_001	优秀	60	152.66	否		2025-01-11	2025-01-11
prod_1042	shop_001	较差	81	211.23	是	低价格力	2025-01-11	2025-01-11
prod_1185	shop_001	较差	50	605.22	是	低价格力	2025-01-11	2025-01-11
prod_1136	shop_002	优秀	59	774.59	否		2025-01-11	2025-01-11
prod_1135	shop_003	较差	64	475.89	是	低价格力	2025-01-11	2025-01-11
prod_1151	shop_003	优秀	85	775.42	否		2025-01-11	2025-01-11
prod_1286	shop_003	优秀	50	88.17	否		2025-01-11	2025-01-11
prod_1380	shop_001	优秀	88	336.58	否		2025-01-11	2025-01-11
prod_1132	shop_003	良好	94	734.97	否		2025-01-11	2025-01-11
prod_1238	shop_002	较差	81	721.2	是	低价格力	2025-01-11	2025-01-11
prod_1449	shop_001	优秀	86	48.71	否		2025-01-11	2025-01-11
prod_1163	shop_003	优秀	83	215.14	否		2025-01-11	2025-01-11
prod_1400	shop_002	良好	94	262.22	否		2025-01-11	2025-01-11
prod_1043	shop_002	较差	64	228.57	是	低价格力	2025-01-11	2025-01-11
prod_1128	shop_002	较差	75	60.09	是	低价格力	2025-01-11	2025-01-11
prod_1313	shop_003	较差	89	170.01	是	低价格力	2025-01-11	2025-01-11
prod_1355	shop_003	优秀	68	672.99	否		2025-01-11	2025-01-11
prod_1425	shop_002	优秀	88	455.79	否		2025-01-11	2025-01-11
prod_1101	shop_002	优秀	98	62.34	否		2025-01-11	2025-01-11
prod_1105	shop_001	优秀	64	667.99	否		2025-01-11	2025-01-11
prod_1215	shop_002	优秀	73	233.08	否		2025-01-11	2025-01-11
prod_1411	shop_001	较差	54	390.07	是	低价格力	2025-01-11	2025-01-11
prod_1477	shop_002	较差	87	38.97	是	低价格力	2025-01-11	2025-01-11
prod_1173	shop_003	优秀	67	283.29	否		2025-01-11	2025-01-11
prod_1096	shop_001	较差	61	347.17	是	低价格力	2025-01-11	2025-01-11
prod_1061	shop_001	优秀	54	432.27	否		2025-01-11	2025-01-11
prod_1001	shop_001	优秀	77	701.0	否		2025-01-11	2025-01-11
prod_1317	shop_001	较差	58	472.06	是	低价格力	2025-01-11	2025-01-11
prod_1037	shop_003	优秀	91	558.14	否		2025-01-11	2025-01-11
prod_1415	shop_003	较差	52	527.78	是	低价格力	2025-01-11	2025-01-11
prod_1046	shop_002	优秀	81	770.62	否		2025-01-11	2025-01-11
prod_1433	shop_002	优秀	72	145.78	否		2025-01-11	2025-01-11
prod_1091	shop_003	较差	63	149.78	是	低价格力	2025-01-11	2025-01-11
prod_1250	shop_001	良好	66	477.59	否		2025-01-11	2025-01-11
prod_1306	shop_002	较差	77	327.33	是	低价格力	2025-01-11	2025-01-11
prod_1345	shop_003	良好	99	182.34	否		2025-01-11	2025-01-11
prod_1162	shop_002	较差	69	583.74	是	低价格力	2025-01-11	2025-01-11
prod_1253	shop_003	良好	97	269.81	否		2025-01-11	2025-01-11
prod_1421	shop_001	优秀	89	709.89	否		2025-01-11	2025-01-11
prod_1184	shop_003	优秀	93	574.55	否		2025-01-11	2025-01-11
prod_1436	shop_003	优秀	94	209.09	否		2025-01-11	2025-01-11
prod_1344	shop_002	优秀	71	445.97	否		2025-01-11	2025-01-11
prod_1130	shop_001	较差	83	506.27	是	低价格力	2025-01-11	2025-01-11
prod_1347	shop_003	良好	86	167.84	否		2025-01-11	2025-01-11
prod_1071	shop_002	较差	86	494.1	是	低价格力	2025-01-11	2025-01-11
prod_1341	shop_001	良好	72	268.22	否		2025-01-11	2025-01-11
prod_1059	shop_001	优秀	82	173.3	否		2025-01-11	2025-01-11
prod_1167	shop_003	较差	69	572.42	是	低价格力	2025-01-11	2025-01-11
prod_1435	shop_003	优秀	62	726.2	否		2025-01-11	2025-01-11
prod_1430	shop_001	优秀	93	704.55	否		2025-01-11	2025-01-11
prod_1229	shop_002	优秀	81	35.5	否		2025-01-11	2025-01-11
prod_1223	shop_002	较差	99	297.2	是	低价格力	2025-01-11	2025-01-11
prod_1012	shop_001	较差	63	675.69	是	低价格力	2025-01-11	2025-01-11
prod_1059	shop_003	优秀	80	40.32	否		2025-01-12	2025-01-12
prod_1370	shop_002	较差	71	127.15	是	低价格力	2025-01-12	2025-01-12
prod_1054	shop_002	较差	81	134.51	是	低价格力	2025-01-12	2025-01-12
prod_1469	shop_003	较差	69	446.94	是	低价格力	2025-01-12	2025-01-12
prod_1412	shop_002	较差	76	595.99	是	低价格力	2025-01-12	2025-01-12
prod_1226	shop_003	较差	56	739.49	是	低价格力	2025-01-12	2025-01-12
prod_1179	shop_001	良好	77	331.95	否		2025-01-12	2025-01-12
prod_1408	shop_002	良好	75	46.6	否		2025-01-12	2025-01-12
prod_1326	shop_001	较差	74	558.37	是	低价格力	2025-01-12	2025-01-12
prod_1150	shop_002	良好	75	699.39	否		2025-01-12	2025-01-12
prod_1053	shop_002	较差	54	794.2	是	低价格力	2025-01-12	2025-01-12
prod_1038	shop_003	良好	78	393.89	否		2025-01-12	2025-01-12
prod_1337	shop_003	优秀	82	313.82	否		2025-01-12	2025-01-12
prod_1343	shop_002	优秀	94	738.77	否		2025-01-12	2025-01-12
prod_1211	shop_003	良好	71	675.68	否		2025-01-12	2025-01-12
prod_1250	shop_002	优秀	58	413.21	否		2025-01-12	2025-01-12
prod_1478	shop_002	较差	66	678.09	是	低价格力	2025-01-12	2025-01-12
prod_1112	shop_001	良好	85	307.97	否		2025-01-12	2025-01-12
prod_1355	shop_001	良好	93	101.15	否		2025-01-12	2025-01-12
prod_1325	shop_001	较差	63	197.84	是	低价格力	2025-01-12	2025-01-12
prod_1171	shop_003	优秀	71	214.83	否		2025-01-12	2025-01-12
prod_1172	shop_002	较差	82	534.15	是	低价格力	2025-01-12	2025-01-12
prod_1149	shop_003	良好	56	311.6	否		2025-01-12	2025-01-12
prod_1277	shop_002	优秀	76	715.36	否		2025-01-12	2025-01-12
prod_1279	shop_002	良好	57	782.76	否		2025-01-12	2025-01-12
prod_1256	shop_002	较差	90	27.63	是	低价格力	2025-01-12	2025-01-12
prod_1223	shop_001	较差	70	230.64	是	低价格力	2025-01-12	2025-01-12
prod_1092	shop_003	较差	60	672.15	是	低价格力	2025-01-12	2025-01-12
prod_1107	shop_001	较差	93	123.72	是	低价格力	2025-01-12	2025-01-12
prod_1259	shop_003	优秀	51	722.0	否		2025-01-12	2025-01-12
prod_1448	shop_001	优秀	87	779.17	否		2025-01-12	2025-01-12
prod_1170	shop_001	较差	99	770.18	是	低价格力	2025-01-12	2025-01-12
prod_1389	shop_003	良好	100	775.9	否		2025-01-12	2025-01-12
prod_1477	shop_001	良好	77	85.88	否		2025-01-12	2025-01-12
prod_1433	shop_001	良好	71	85.9	否		2025-01-12	2025-01-12
prod_1206	shop_001	优秀	51	734.48	否		2025-01-12	2025-01-12
prod_1485	shop_003	较差	71	206.62	是	低价格力	2025-01-12	2025-01-12
prod_1410	shop_003	较差	80	61.29	是	低价格力	2025-01-12	2025-01-12
prod_1116	shop_001	较差	61	646.83	是	低价格力	2025-01-12	2025-01-12
prod_1162	shop_003	优秀	79	706.2	否		2025-01-12	2025-01-12
prod_1288	shop_003	良好	50	40.92	否		2025-01-12	2025-01-12
prod_1418	shop_002	较差	65	596.82	是	低价格力	2025-01-12	2025-01-12
prod_1055	shop_003	较差	69	568.04	是	低价格力	2025-01-12	2025-01-12
prod_1063	shop_001	良好	75	705.5	否		2025-01-12	2025-01-12
prod_1095	shop_002	良好	56	245.48	否		2025-01-12	2025-01-12
prod_1461	shop_001	较差	56	360.13	是	低价格力	2025-01-12	2025-01-12
prod_1004	shop_001	优秀	69	691.5	否		2025-01-12	2025-01-12
prod_1345	shop_003	良好	57	605.82	否		2025-01-12	2025-01-12
prod_1321	shop_002	较差	55	284.83	是	低价格力	2025-01-12	2025-01-12
prod_1106	shop_001	良好	77	583.53	否		2025-01-12	2025-01-12
prod_1136	shop_003	较差	85	491.54	是	低价格力	2025-01-12	2025-01-12
prod_1441	shop_001	较差	89	271.2	是	低价格力	2025-01-12	2025-01-12
prod_1024	shop_003	较差	67	350.17	是	低价格力	2025-01-12	2025-01-12
prod_1431	shop_002	较差	72	52.5	是	低价格力	2025-01-12	2025-01-12
prod_1236	shop_002	良好	99	675.0	否		2025-01-12	2025-01-12
prod_1476	shop_002	优秀	57	724.73	否		2025-01-12	2025-01-12
prod_1489	shop_003	良好	72	50.06	否		2025-01-12	2025-01-12
prod_1041	shop_002	较差	70	461.27	是	低价格力	2025-01-12	2025-01-12
prod_1245	shop_001	良好	81	327.58	否		2025-01-12	2025-01-12
prod_1087	shop_003	良好	90	375.72	否		2025-01-12	2025-01-12
prod_1494	shop_003	良好	89	468.97	否		2025-01-13	2025-01-13
prod_1104	shop_001	优秀	71	36.6	否		2025-01-13	2025-01-13
prod_1016	shop_001	优秀	52	179.93	否		2025-01-13	2025-01-13
prod_1032	shop_002	优秀	83	617.94	否		2025-01-13	2025-01-13
prod_1085	shop_003	良好	53	91.76	否		2025-01-13	2025-01-13
prod_1372	shop_003	较差	76	383.8	是	低价格力	2025-01-13	2025-01-13
prod_1449	shop_001	优秀	83	491.0	否		2025-01-13	2025-01-13
prod_1123	shop_003	优秀	65	299.8	否		2025-01-13	2025-01-13
prod_1376	shop_001	良好	78	153.08	否		2025-01-13	2025-01-13
prod_1420	shop_002	较差	98	458.87	是	低价格力	2025-01-13	2025-01-13
prod_1201	shop_001	良好	83	136.34	否		2025-01-13	2025-01-13
