sku_id	product_id	shop_id	pay_count	pay_amount	sales_ratio	stock_count	stock_days	data_dt	time_type	dt
sku_11365	prod_1136	shop_002	24	7697.04	0.6764	412	16.5	2025-01-07	week	2025-01-07
sku_10769	prod_1076	shop_001	56	18058.32	0.2015	885	15.5	2025-01-07	week	2025-01-07
sku_10277	prod_1027	shop_002	369	89737.11	0.0774	128	0.3	2025-01-07	week	2025-01-07
sku_10159	prod_1015	shop_003	143	118213.81	0.125	906	6.3	2025-01-07	week	2025-01-07
sku_10114	prod_1011	shop_001	111	98626.83	0.2758	767	6.8	2025-01-07	week	2025-01-07
sku_10241	prod_1024	shop_003	427	155466.43	0.6246	796	1.9	2025-01-07	week	2025-01-07
sku_11204	prod_1120	shop_002	262	22259.52	0.6643	328	1.2	2025-01-07	week	2025-01-07
sku_11575	prod_1157	shop_003	20	5820.4	0.3252	977	46.5	2025-01-07	week	2025-01-07
sku_10222	prod_1022	shop_002	258	46089.12	0.7922	74	0.3	2025-01-07	week	2025-01-07
sku_11039	prod_1103	shop_002	303	195771.33	0.3409	413	1.4	2025-01-07	week	2025-01-07
sku_10393	prod_1039	shop_003	436	172695.24	0.4665	783	1.8	2025-01-07	week	2025-01-07
sku_11139	prod_1113	shop_002	326	252249.02	0.5453	280	0.9	2025-01-07	week	2025-01-07
sku_10056	prod_1005	shop_002	140	13281.8	0.4267	121	0.9	2025-01-07	week	2025-01-07
sku_11065	prod_1106	shop_001	332	266161.08	0.5346	715	2.1	2025-01-07	week	2025-01-07
sku_11614	prod_1161	shop_003	151	41854.18	0.1896	611	4.0	2025-01-07	week	2025-01-07
sku_11169	prod_1116	shop_003	293	141267.02	0.729	667	2.3	2025-01-07	week	2025-01-07
sku_10308	prod_1030	shop_002	412	378817.52	0.6194	627	1.5	2025-01-07	week	2025-01-07
sku_10607	prod_1060	shop_003	409	20327.3	0.3829	132	0.3	2025-01-07	week	2025-01-07
sku_10568	prod_1056	shop_001	251	72732.27	0.1234	602	2.4	2025-01-07	week	2025-01-07
sku_11808	prod_1180	shop_002	281	263094.68	0.6365	358	1.3	2025-01-07	week	2025-01-07
sku_10632	prod_1063	shop_001	355	111075.95	0.233	608	1.7	2025-01-07	week	2025-01-07
sku_10471	prod_1047	shop_002	261	111838.5	0.2342	836	3.2	2025-01-07	week	2025-01-07
sku_11178	prod_1117	shop_003	336	198602.88	0.7164	447	1.3	2025-01-07	week	2025-01-07
sku_10946	prod_1094	shop_002	481	129764.18	0.6879	435	0.9	2025-01-07	week	2025-01-07
sku_11314	prod_1131	shop_003	411	326284.68	0.5508	548	1.3	2025-01-07	week	2025-01-07
sku_11215	prod_1121	shop_001	237	125368.26	0.1231	126	0.5	2025-01-07	week	2025-01-07
sku_10221	prod_1022	shop_003	229	109420.78	0.5834	879	3.8	2025-01-07	week	2025-01-07
sku_10293	prod_1029	shop_001	87	53654.64	0.4837	578	6.6	2025-01-07	week	2025-01-07
sku_11395	prod_1139	shop_001	91	39365.69	0.4585	337	3.7	2025-01-07	month	2025-01-07
sku_11747	prod_1174	shop_002	431	381465.17	0.6049	601	1.4	2025-01-07	month	2025-01-07
sku_11271	prod_1127	shop_001	344	96103.28	0.6548	145	0.4	2025-01-07	month	2025-01-07
sku_11413	prod_1141	shop_001	85	49914.55	0.443	595	6.9	2025-01-07	month	2025-01-07
sku_10329	prod_1032	shop_001	144	34423.2	0.6196	695	4.8	2025-01-07	month	2025-01-07
sku_11512	prod_1151	shop_002	413	393171.87	0.5544	777	1.9	2025-01-07	month	2025-01-07
sku_11463	prod_1146	shop_003	273	233461.41	0.4788	73	0.3	2025-01-07	month	2025-01-07
sku_10855	prod_1085	shop_002	142	115292.64	0.6554	381	2.7	2025-01-07	month	2025-01-07
sku_10259	prod_1025	shop_003	411	12173.82	0.6409	914	2.2	2025-01-07	month	2025-01-07
sku_11241	prod_1124	shop_002	167	119141.14	0.7977	774	4.6	2025-01-07	month	2025-01-07
sku_11932	prod_1193	shop_001	434	234698.52	0.1646	378	0.9	2025-01-07	month	2025-01-07
sku_10932	prod_1093	shop_003	184	44791.12	0.4737	428	2.3	2025-01-07	month	2025-01-07
sku_10670	prod_1067	shop_003	357	356321.7	0.6158	224	0.6	2025-01-07	month	2025-01-07
sku_11725	prod_1172	shop_003	469	422658.11	0.3532	79	0.2	2025-01-07	month	2025-01-07
sku_10001	prod_1000	shop_003	50	43986.5	0.188	636	12.5	2025-01-07	month	2025-01-07
sku_10781	prod_1078	shop_003	374	311179.22	0.1528	482	1.3	2025-01-07	month	2025-01-07
sku_11824	prod_1182	shop_002	52	35831.12	0.0841	244	4.6	2025-01-07	month	2025-01-07
sku_10884	prod_1088	shop_003	188	175642.76	0.3402	796	4.2	2025-01-07	month	2025-01-07
sku_10177	prod_1017	shop_003	274	162408.02	0.7993	185	0.7	2025-01-07	month	2025-01-07
sku_10354	prod_1035	shop_003	107	86764.16	0.4343	269	2.5	2025-01-07	month	2025-01-07
sku_10766	prod_1076	shop_003	325	140809.5	0.396	951	2.9	2025-01-07	month	2025-01-07
sku_10098	prod_1009	shop_001	389	304824.29	0.1274	955	2.4	2025-01-07	month	2025-01-07
sku_11396	prod_1139	shop_003	408	286934.16	0.6925	560	1.4	2025-01-07	month	2025-01-07
sku_11536	prod_1153	shop_002	79	47183.54	0.6448	102	1.3	2025-01-07	month	2025-01-07
sku_10247	prod_1024	shop_001	426	315210.18	0.2783	620	1.5	2025-01-07	month	2025-01-07
sku_10138	prod_1013	shop_001	172	54479.28	0.6598	955	5.5	2025-01-07	month	2025-01-07
sku_11240	prod_1124	shop_002	480	355833.6	0.2646	204	0.4	2025-01-07	month	2025-01-07
sku_11832	prod_1183	shop_003	207	12966.48	0.5957	561	2.7	2025-01-07	month	2025-01-07
sku_10579	prod_1057	shop_001	220	193168.8	0.7749	654	3.0	2025-01-07	month	2025-01-07
sku_11104	prod_1110	shop_002	263	34029.57	0.1317	858	3.2	2025-01-07	month	2025-01-07
sku_11039	prod_1103	shop_003	383	18862.75	0.2415	105	0.3	2025-01-07	month	2025-01-07
sku_10254	prod_1025	shop_001	330	316275.3	0.6309	421	1.3	2025-01-07	month	2025-01-07
sku_10989	prod_1098	shop_003	73	28718.2	0.2003	781	10.6	2025-01-07	month	2025-01-07
sku_10706	prod_1070	shop_002	499	341440.75	0.4951	493	1.0	2025-01-07	month	2025-01-07
sku_11200	prod_1120	shop_002	88	53162.56	0.1357	720	8.1	2025-01-07	month	2025-01-07
sku_11872	prod_1187	shop_003	38	18672.06	0.372	630	16.2	2025-01-07	month	2025-01-07
sku_10057	prod_1005	shop_002	88	38573.04	0.7815	476	5.3	2025-01-07	month	2025-01-07
sku_10219	prod_1021	shop_002	396	12953.16	0.2818	409	1.0	2025-01-07	month	2025-01-07
sku_11956	prod_1195	shop_001	327	48961.71	0.4607	363	1.1	2025-01-07	month	2025-01-07
sku_11446	prod_1144	shop_001	387	72496.71	0.222	690	1.8	2025-01-07	month	2025-01-07
sku_10914	prod_1091	shop_001	272	17356.32	0.6844	285	1.0	2025-01-07	month	2025-01-07
sku_11378	prod_1137	shop_002	48	5833.44	0.4944	165	3.4	2025-01-07	month	2025-01-07
sku_11952	prod_1195	shop_002	496	316889.44	0.4392	232	0.5	2025-01-07	month	2025-01-07
sku_10424	prod_1042	shop_003	153	87089.13	0.7113	341	2.2	2025-01-07	month	2025-01-07
sku_10012	prod_1001	shop_001	496	136826.56	0.6042	788	1.6	2025-01-07	month	2025-01-07
sku_11752	prod_1175	shop_002	80	23185.6	0.3919	539	6.7	2025-01-07	month	2025-01-07
sku_11161	prod_1116	shop_003	51	13901.58	0.5853	309	5.9	2025-01-07	month	2025-01-07
sku_11896	prod_1189	shop_003	478	208078.18	0.282	452	0.9	2025-01-07	month	2025-01-07
sku_10102	prod_1010	shop_003	275	253572.0	0.2913	523	1.9	2025-01-07	month	2025-01-07
sku_10054	prod_1005	shop_003	449	104302.7	0.2197	80	0.2	2025-01-07	month	2025-01-07
sku_10704	prod_1070	shop_002	91	2178.54	0.3388	128	1.4	2025-01-07	7days	2025-01-07
sku_11859	prod_1185	shop_002	282	256222.38	0.1165	285	1.0	2025-01-07	7days	2025-01-07
sku_10044	prod_1004	shop_003	437	128163.36	0.5384	454	1.0	2025-01-07	7days	2025-01-07
sku_11236	prod_1123	shop_003	258	159539.46	0.4211	113	0.4	2025-01-07	7days	2025-01-07
sku_11010	prod_1101	shop_001	233	149579.01	0.5954	290	1.2	2025-01-07	7days	2025-01-07
sku_11554	prod_1155	shop_001	338	303939.74	0.1311	769	2.3	2025-01-07	7days	2025-01-07
sku_11468	prod_1146	shop_002	309	17041.35	0.7323	255	0.8	2025-01-07	7days	2025-01-07
sku_11640	prod_1164	shop_003	27	20764.62	0.1029	61	2.2	2025-01-07	7days	2025-01-07
sku_10345	prod_1034	shop_002	430	319649.1	0.6262	251	0.6	2025-01-07	7days	2025-01-07
sku_10410	prod_1041	shop_002	494	33804.42	0.4538	242	0.5	2025-01-07	7days	2025-01-07
sku_11229	prod_1122	shop_002	187	61607.15	0.1878	410	2.2	2025-01-07	7days	2025-01-07
sku_11509	prod_1150	shop_003	274	210067.58	0.4886	970	3.5	2025-01-07	7days	2025-01-07
sku_11186	prod_1118	shop_001	313	189465.16	0.3317	712	2.3	2025-01-07	7days	2025-01-07
sku_11508	prod_1150	shop_001	462	409017.84	0.5231	231	0.5	2025-01-07	7days	2025-01-07
sku_11507	prod_1150	shop_003	218	126727.76	0.507	720	3.3	2025-01-07	7days	2025-01-07
sku_11314	prod_1131	shop_001	401	235202.54	0.3801	592	1.5	2025-01-07	7days	2025-01-07
sku_11679	prod_1167	shop_002	218	88719.46	0.7294	453	2.1	2025-01-07	7days	2025-01-07
sku_11570	prod_1157	shop_001	355	153189.6	0.6377	639	1.8	2025-01-07	7days	2025-01-07
sku_11048	prod_1104	shop_003	279	70427.97	0.4778	759	2.7	2025-01-07	7days	2025-01-07
sku_10442	prod_1044	shop_002	444	200932.2	0.2418	248	0.6	2025-01-07	7days	2025-01-07
sku_10340	prod_1034	shop_003	168	4247.04	0.3459	144	0.9	2025-01-07	7days	2025-01-07
sku_10787	prod_1078	shop_003	380	144362.0	0.3685	304	0.8	2025-01-07	7days	2025-01-07
sku_11009	prod_1100	shop_003	272	132869.28	0.2679	67	0.2	2025-01-07	7days	2025-01-07
sku_11077	prod_1107	shop_002	123	78439.56	0.283	426	3.4	2025-01-07	7days	2025-01-07
sku_11319	prod_1131	shop_003	289	103540.03	0.5271	663	2.3	2025-01-07	7days	2025-01-07
sku_11637	prod_1163	shop_001	393	192526.77	0.5384	190	0.5	2025-01-07	7days	2025-01-07
sku_10642	prod_1064	shop_003	34	16359.44	0.0785	646	18.5	2025-01-07	7days	2025-01-07
sku_10349	prod_1034	shop_002	172	160820.0	0.5958	308	1.8	2025-01-07	7days	2025-01-07
sku_10616	prod_1061	shop_001	34	27490.02	0.2119	999	28.5	2025-01-07	7days	2025-01-07
sku_11076	prod_1107	shop_003	492	195230.52	0.0807	140	0.3	2025-01-07	7days	2025-01-07
sku_10547	prod_1054	shop_002	207	95377.32	0.0888	882	4.2	2025-01-07	7days	2025-01-07
sku_10647	prod_1064	shop_003	267	116051.55	0.4061	172	0.6	2025-01-07	7days	2025-01-07
sku_10902	prod_1090	shop_003	22	21996.04	0.0923	759	33.0	2025-01-07	7days	2025-01-07
sku_10664	prod_1066	shop_002	452	186829.68	0.5737	416	0.9	2025-01-07	7days	2025-01-07
sku_10917	prod_1091	shop_001	111	92112.24	0.0955	213	1.9	2025-01-07	7days	2025-01-07
sku_11536	prod_1153	shop_003	431	14520.39	0.2894	470	1.1	2025-01-07	7days	2025-01-07
sku_11647	prod_1164	shop_001	17	9820.05	0.4583	940	52.2	2025-01-07	7days	2025-01-07
sku_11045	prod_1104	shop_002	397	214737.3	0.3108	421	1.1	2025-01-07	7days	2025-01-07
sku_11892	prod_1189	shop_002	341	269741.23	0.3342	598	1.7	2025-01-07	7days	2025-01-07
sku_10363	prod_1036	shop_001	367	325125.3	0.3457	63	0.2	2025-01-07	7days	2025-01-07
sku_11285	prod_1128	shop_003	494	135059.6	0.7403	777	1.6	2025-01-07	7days	2025-01-07
sku_11288	prod_1128	shop_001	328	143477.04	0.3967	601	1.8	2025-01-07	7days	2025-01-07
sku_10092	prod_1009	shop_001	499	406031.31	0.3334	240	0.5	2025-01-07	7days	2025-01-07
sku_11338	prod_1133	shop_001	115	44463.6	0.1935	227	2.0	2025-01-07	7days	2025-01-07
sku_11307	prod_1130	shop_002	126	36265.32	0.3374	917	7.2	2025-01-07	7days	2025-01-07
sku_11108	prod_1110	shop_003	355	199130.15	0.3893	574	1.6	2025-01-07	7days	2025-01-07
sku_10808	prod_1080	shop_003	467	217523.93	0.2702	252	0.5	2025-01-07	7days	2025-01-07
sku_11654	prod_1165	shop_002	199	114138.44	0.3719	451	2.3	2025-01-07	7days	2025-01-07
sku_10361	prod_1036	shop_003	121	34896.4	0.6461	244	2.0	2025-01-07	7days	2025-01-07
sku_11922	prod_1192	shop_001	449	390221.41	0.5458	429	1.0	2025-01-07	7days	2025-01-07
sku_11309	prod_1130	shop_001	400	208152.0	0.0664	270	0.7	2025-01-07	30days	2025-01-07
sku_10214	prod_1021	shop_001	220	121024.2	0.1367	153	0.7	2025-01-07	30days	2025-01-07
sku_10519	prod_1051	shop_002	39	32932.77	0.7324	541	13.5	2025-01-07	30days	2025-01-07
sku_11477	prod_1147	shop_003	150	46554.0	0.0655	643	4.3	2025-01-07	30days	2025-01-07
sku_11110	prod_1111	shop_002	161	158087.51	0.2052	721	4.5	2025-01-07	30days	2025-01-07
sku_11777	prod_1177	shop_003	77	46936.89	0.1121	877	11.2	2025-01-07	30days	2025-01-07
sku_11076	prod_1107	shop_003	344	142639.6	0.585	88	0.3	2025-01-07	30days	2025-01-07
sku_11892	prod_1189	shop_001	337	311327.34	0.6957	73	0.2	2025-01-07	30days	2025-01-07
sku_11585	prod_1158	shop_003	454	419577.72	0.4366	998	2.2	2025-01-07	30days	2025-01-07
sku_11072	prod_1107	shop_002	42	16992.78	0.6275	997	23.2	2025-01-07	30days	2025-01-07
sku_10341	prod_1034	shop_001	31	21853.14	0.6252	638	19.9	2025-01-07	30days	2025-01-07
sku_11315	prod_1131	shop_003	31	8884.29	0.6587	628	19.6	2025-01-07	30days	2025-01-07
sku_11857	prod_1185	shop_001	180	53672.4	0.7472	488	2.7	2025-01-07	30days	2025-01-07
sku_11343	prod_1134	shop_003	258	203164.68	0.3617	694	2.7	2025-01-07	30days	2025-01-07
sku_11386	prod_1138	shop_001	105	79302.3	0.1736	664	6.3	2025-01-07	30days	2025-01-07
sku_10622	prod_1062	shop_003	241	84675.35	0.5895	306	1.3	2025-01-07	30days	2025-01-07
sku_11049	prod_1104	shop_002	319	212508.23	0.5763	367	1.1	2025-01-07	30days	2025-01-07
sku_11257	prod_1125	shop_001	298	135476.76	0.3315	518	1.7	2025-01-07	30days	2025-01-07
sku_11234	prod_1123	shop_001	438	305312.28	0.1561	537	1.2	2025-01-07	30days	2025-01-07
sku_10889	prod_1088	shop_001	87	79364.88	0.5832	607	6.9	2025-01-07	30days	2025-01-07
sku_11085	prod_1108	shop_001	67	51612.78	0.5921	517	7.6	2025-01-07	30days	2025-01-07
sku_11196	prod_1119	shop_002	343	75573.19	0.2058	511	1.5	2025-01-07	30days	2025-01-07
sku_10915	prod_1091	shop_002	31	3223.07	0.6915	959	30.0	2025-01-07	30days	2025-01-07
sku_10656	prod_1065	shop_002	140	96531.4	0.4262	400	2.8	2025-01-07	30days	2025-01-07
sku_10548	prod_1054	shop_003	383	59162.01	0.3006	737	1.9	2025-01-07	30days	2025-01-07
sku_11281	prod_1128	shop_003	267	172997.31	0.2854	587	2.2	2025-01-07	30days	2025-01-07
sku_11418	prod_1141	shop_003	103	35794.56	0.6183	480	4.6	2025-01-07	30days	2025-01-07
sku_11287	prod_1128	shop_002	485	466865.85	0.456	420	0.9	2025-01-07	30days	2025-01-07
sku_10497	prod_1049	shop_003	363	189743.73	0.4144	396	1.1	2025-01-07	30days	2025-01-07
sku_10702	prod_1070	shop_001	49	37858.87	0.6964	703	14.1	2025-01-07	30days	2025-01-07
sku_11754	prod_1175	shop_002	319	46363.46	0.1143	732	2.3	2025-01-07	30days	2025-01-07
sku_11859	prod_1185	shop_002	312	123474.0	0.1912	138	0.4	2025-01-07	30days	2025-01-07
sku_10099	prod_1009	shop_003	82	9896.58	0.7099	717	8.6	2025-01-07	30days	2025-01-07
sku_10834	prod_1083	shop_002	123	9015.9	0.2979	283	2.3	2025-01-07	30days	2025-01-07
sku_10737	prod_1073	shop_001	400	52060.0	0.1094	811	2.0	2025-01-07	30days	2025-01-07
sku_11589	prod_1158	shop_003	259	233071.51	0.4973	415	1.6	2025-01-07	30days	2025-01-07
sku_10997	prod_1099	shop_003	414	270408.24	0.2394	423	1.0	2025-01-07	30days	2025-01-07
sku_10103	prod_1010	shop_003	352	334079.68	0.463	71	0.2	2025-01-07	30days	2025-01-07
sku_10847	prod_1084	shop_003	451	206594.08	0.4168	872	1.9	2025-01-07	30days	2025-01-07
sku_11751	prod_1175	shop_003	408	329806.8	0.184	352	0.9	2025-01-07	30days	2025-01-07
sku_11725	prod_1172	shop_002	102	42837.96	0.3805	94	0.9	2025-01-07	30days	2025-01-07
sku_11791	prod_1179	shop_003	326	246915.66	0.3037	190	0.6	2025-01-07	30days	2025-01-07
sku_11627	prod_1162	shop_002	152	133992.56	0.1976	84	0.5	2025-01-07	30days	2025-01-07
sku_10755	prod_1075	shop_001	110	61452.6	0.5639	911	8.2	2025-01-07	30days	2025-01-07
sku_10044	prod_1004	shop_003	76	24804.12	0.7171	660	8.6	2025-01-07	30days	2025-01-07
sku_10644	prod_1064	shop_001	61	52453.29	0.6769	143	2.3	2025-01-07	30days	2025-01-07
sku_10584	prod_1058	shop_003	455	30198.35	0.6605	78	0.2	2025-01-07	30days	2025-01-07
sku_10324	prod_1032	shop_003	74	29336.56	0.6187	553	7.4	2025-01-07	30days	2025-01-07
sku_10041	prod_1004	shop_003	306	7132.86	0.0527	980	3.2	2025-01-07	30days	2025-01-07
sku_11646	prod_1164	shop_002	212	136939.28	0.7103	96	0.5	2025-01-07	30days	2025-01-07
sku_11941	prod_1194	shop_002	192	84424.32	0.5	587	3.0	2025-01-08	day	2025-01-08
sku_10456	prod_1045	shop_002	12	9674.4	0.5115	352	27.1	2025-01-08	day	2025-01-08
sku_11783	prod_1178	shop_002	362	26950.9	0.3085	633	1.7	2025-01-08	day	2025-01-08
sku_10726	prod_1072	shop_001	250	46335.0	0.4826	963	3.8	2025-01-08	day	2025-01-08
sku_11523	prod_1152	shop_001	431	265474.45	0.1749	981	2.3	2025-01-08	day	2025-01-08
sku_10733	prod_1073	shop_003	104	81630.64	0.3811	485	4.6	2025-01-08	day	2025-01-08
sku_11973	prod_1197	shop_002	433	155884.33	0.2881	725	1.7	2025-01-08	day	2025-01-08
sku_11832	prod_1183	shop_001	414	296585.46	0.0977	705	1.7	2025-01-08	day	2025-01-08
sku_10262	prod_1026	shop_002	452	180759.32	0.1417	779	1.7	2025-01-08	day	2025-01-08
sku_10899	prod_1089	shop_001	74	18486.68	0.1753	63	0.8	2025-01-08	day	2025-01-08
sku_11939	prod_1193	shop_003	278	93235.64	0.6955	405	1.5	2025-01-08	day	2025-01-08
sku_11102	prod_1110	shop_003	241	123661.92	0.536	550	2.3	2025-01-08	day	2025-01-08
sku_10756	prod_1075	shop_001	12	6233.16	0.3831	813	62.5	2025-01-08	day	2025-01-08
sku_10519	prod_1051	shop_003	315	128595.6	0.2163	570	1.8	2025-01-08	day	2025-01-08
sku_11494	prod_1149	shop_002	253	169294.95	0.1098	489	1.9	2025-01-08	day	2025-01-08
sku_11455	prod_1145	shop_002	220	41285.2	0.7816	295	1.3	2025-01-08	day	2025-01-08
sku_10540	prod_1054	shop_002	212	85247.32	0.4599	335	1.6	2025-01-08	day	2025-01-08
sku_10912	prod_1091	shop_001	365	175521.2	0.7762	432	1.2	2025-01-08	day	2025-01-08
sku_11092	prod_1109	shop_002	427	424207.42	0.2559	249	0.6	2025-01-08	day	2025-01-08
sku_11358	prod_1135	shop_001	448	45682.56	0.1691	786	1.8	2025-01-08	day	2025-01-08
sku_10181	prod_1018	shop_002	271	55620.04	0.4533	827	3.0	2025-01-08	day	2025-01-08
sku_11524	prod_1152	shop_002	391	374128.35	0.2663	269	0.7	2025-01-08	day	2025-01-08
sku_10578	prod_1057	shop_001	182	85509.06	0.2854	596	3.3	2025-01-08	day	2025-01-08
sku_11868	prod_1186	shop_002	93	77044.92	0.1258	214	2.3	2025-01-08	day	2025-01-08
sku_10452	prod_1045	shop_003	305	212139.7	0.6512	236	0.8	2025-01-08	day	2025-01-08
sku_10010	prod_1001	shop_003	236	22594.64	0.0743	690	2.9	2025-01-08	day	2025-01-08
sku_11105	prod_1110	shop_002	146	117078.86	0.7534	717	4.9	2025-01-08	day	2025-01-08
sku_10155	prod_1015	shop_002	388	116283.6	0.1153	215	0.6	2025-01-08	day	2025-01-08
sku_10026	prod_1002	shop_003	254	131411.98	0.4309	68	0.3	2025-01-08	day	2025-01-08
sku_10348	prod_1034	shop_003	307	53721.93	0.5391	859	2.8	2025-01-08	day	2025-01-08
sku_11038	prod_1103	shop_003	398	252288.22	0.0941	724	1.8	2025-01-08	day	2025-01-08
sku_11064	prod_1106	shop_001	327	246871.92	0.6202	501	1.5	2025-01-08	day	2025-01-08
sku_10244	prod_1024	shop_002	478	372371.56	0.4308	923	1.9	2025-01-08	day	2025-01-08
sku_10787	prod_1078	shop_002	438	207590.1	0.7162	364	0.8	2025-01-08	day	2025-01-08
sku_10975	prod_1097	shop_001	360	225943.2	0.3939	511	1.4	2025-01-08	day	2025-01-08
sku_10455	prod_1045	shop_001	275	212349.5	0.6785	519	1.9	2025-01-08	day	2025-01-08
sku_11976	prod_1197	shop_001	379	94120.86	0.103	419	1.1	2025-01-08	day	2025-01-08
sku_11268	prod_1126	shop_001	374	25544.2	0.1672	521	1.4	2025-01-08	day	2025-01-08
sku_10737	prod_1073	shop_002	24	16345.68	0.7499	510	20.4	2025-01-08	day	2025-01-08
sku_10641	prod_1064	shop_001	297	269560.17	0.6037	558	1.9	2025-01-08	day	2025-01-08
sku_10823	prod_1082	shop_003	97	80563.35	0.7345	629	6.4	2025-01-08	day	2025-01-08
sku_10127	prod_1012	shop_001	461	314328.24	0.5376	387	0.8	2025-01-08	day	2025-01-08
sku_11037	prod_1103	shop_003	50	11160.0	0.1669	881	17.3	2025-01-08	day	2025-01-08
sku_10544	prod_1054	shop_001	88	21589.04	0.3114	353	4.0	2025-01-08	day	2025-01-08
sku_10704	prod_1070	shop_002	295	41848.7	0.5592	52	0.2	2025-01-08	day	2025-01-08
sku_11145	prod_1114	shop_002	86	45614.4	0.3455	869	10.0	2025-01-08	day	2025-01-08
sku_11300	prod_1130	shop_001	341	94784.36	0.0814	578	1.7	2025-01-08	day	2025-01-08
sku_11427	prod_1142	shop_002	334	166034.74	0.414	65	0.2	2025-01-08	day	2025-01-08
sku_11621	prod_1162	shop_002	339	196342.02	0.7354	526	1.5	2025-01-08	day	2025-01-08
sku_10493	prod_1049	shop_002	290	281636.4	0.0928	516	1.8	2025-01-08	day	2025-01-08
sku_11489	prod_1148	shop_002	38	20711.52	0.6309	296	7.6	2025-01-08	week	2025-01-08
sku_10303	prod_1030	shop_002	74	46153.8	0.776	965	12.9	2025-01-08	week	2025-01-08
sku_10898	prod_1089	shop_002	59	39172.46	0.6056	847	14.1	2025-01-08	week	2025-01-08
sku_10490	prod_1049	shop_003	378	190145.34	0.7179	180	0.5	2025-01-08	week	2025-01-08
sku_10736	prod_1073	shop_003	356	324736.08	0.613	903	2.5	2025-01-08	week	2025-01-08
sku_11953	prod_1195	shop_001	241	170560.52	0.4572	461	1.9	2025-01-08	week	2025-01-08
sku_10818	prod_1081	shop_003	145	96878.85	0.5068	551	3.8	2025-01-08	week	2025-01-08
sku_11413	prod_1141	shop_003	339	39256.2	0.6174	651	1.9	2025-01-08	week	2025-01-08
sku_10575	prod_1057	shop_002	20	5227.2	0.4696	988	47.0	2025-01-08	week	2025-01-08
sku_10402	prod_1040	shop_001	276	221371.32	0.1115	961	3.5	2025-01-08	week	2025-01-08
sku_10136	prod_1013	shop_003	423	63022.77	0.4413	592	1.4	2025-01-08	week	2025-01-08
sku_10029	prod_1002	shop_001	142	85393.12	0.2727	206	1.4	2025-01-08	week	2025-01-08
sku_11372	prod_1137	shop_002	55	22248.6	0.3298	491	8.8	2025-01-08	week	2025-01-08
sku_10192	prod_1019	shop_003	398	277008.0	0.1046	633	1.6	2025-01-08	week	2025-01-08
sku_11775	prod_1177	shop_003	106	24417.1	0.7204	713	6.7	2025-01-08	week	2025-01-08
sku_11245	prod_1124	shop_003	96	76948.8	0.5486	225	2.3	2025-01-08	week	2025-01-08
sku_10524	prod_1052	shop_002	19	16352.92	0.12	844	42.2	2025-01-08	week	2025-01-08
sku_10388	prod_1038	shop_001	395	258977.8	0.2225	172	0.4	2025-01-08	week	2025-01-08
sku_11449	prod_1144	shop_002	468	371343.96	0.1797	529	1.1	2025-01-08	week	2025-01-08
sku_10200	prod_1020	shop_001	488	418674.72	0.4708	731	1.5	2025-01-08	week	2025-01-08
sku_10806	prod_1080	shop_001	253	102576.32	0.3497	127	0.5	2025-01-08	week	2025-01-08
sku_10862	prod_1086	shop_003	462	134534.4	0.0693	229	0.5	2025-01-08	week	2025-01-08
sku_11071	prod_1107	shop_003	316	273608.6	0.7096	690	2.2	2025-01-08	week	2025-01-08
sku_11289	prod_1128	shop_002	482	295596.14	0.457	420	0.9	2025-01-08	week	2025-01-08
sku_11972	prod_1197	shop_002	252	92317.68	0.121	503	2.0	2025-01-08	week	2025-01-08
sku_10780	prod_1078	shop_002	16	7360.16	0.2685	148	8.7	2025-01-08	week	2025-01-08
sku_11967	prod_1196	shop_003	256	138680.32	0.1593	342	1.3	2025-01-08	week	2025-01-08
sku_10559	prod_1055	shop_001	307	275388.21	0.5816	346	1.1	2025-01-08	week	2025-01-08
sku_11439	prod_1143	shop_003	63	35849.52	0.6264	997	15.6	2025-01-08	week	2025-01-08
sku_10634	prod_1063	shop_002	271	81451.76	0.0726	385	1.4	2025-01-08	week	2025-01-08
sku_11130	prod_1113	shop_001	63	14367.78	0.7043	845	13.2	2025-01-08	week	2025-01-08
sku_10531	prod_1053	shop_002	32	27276.8	0.3607	878	26.6	2025-01-08	week	2025-01-08
sku_10655	prod_1065	shop_001	180	172902.6	0.3146	822	4.5	2025-01-08	week	2025-01-08
sku_11599	prod_1159	shop_002	135	50789.7	0.2359	606	4.5	2025-01-08	week	2025-01-08
sku_10131	prod_1013	shop_003	197	135575.4	0.2008	265	1.3	2025-01-08	week	2025-01-08
sku_10532	prod_1053	shop_003	238	155373.54	0.5847	243	1.0	2025-01-08	week	2025-01-08
sku_10424	prod_1042	shop_003	191	131069.93	0.0548	400	2.1	2025-01-08	week	2025-01-08
sku_10245	prod_1024	shop_003	240	172248.0	0.4994	50	0.2	2025-01-08	week	2025-01-08
sku_11037	prod_1103	shop_002	275	172766.0	0.7509	219	0.8	2025-01-08	week	2025-01-08
sku_11529	prod_1152	shop_001	32	27029.76	0.0533	925	28.0	2025-01-08	week	2025-01-08
sku_10172	prod_1017	shop_001	322	124385.38	0.6441	395	1.2	2025-01-08	week	2025-01-08
sku_11620	prod_1162	shop_003	127	92439.49	0.3376	211	1.6	2025-01-08	week	2025-01-08
sku_11568	prod_1156	shop_002	415	339382.85	0.735	107	0.3	2025-01-08	week	2025-01-08
