product_id	shop_id	visitor_count	pay_buyer_count	pay_conversion_rate	data_dt	time_type	dt
prod_1179	shop_002	6281	1304	0.2076	2025-01-04	day	2025-01-04
prod_1056	shop_003	1970	556	0.2822	2025-01-04	day	2025-01-04
prod_1266	shop_001	238	21	0.0882	2025-01-04	day	2025-01-04
prod_1016	shop_002	1809	416	0.23	2025-01-04	day	2025-01-04
prod_1051	shop_001	1267	33	0.026	2025-01-04	day	2025-01-04
prod_1423	shop_001	5429	1616	0.2977	2025-01-04	day	2025-01-04
prod_1030	shop_003	6178	983	0.1591	2025-01-04	day	2025-01-04
prod_1394	shop_001	9135	1728	0.1892	2025-01-04	day	2025-01-04
prod_1497	shop_003	9243	179	0.0194	2025-01-04	day	2025-01-04
prod_1430	shop_003	3879	1150	0.2965	2025-01-04	day	2025-01-04
prod_1070	shop_003	4841	256	0.0529	2025-01-04	day	2025-01-04
prod_1219	shop_001	9372	1021	0.1089	2025-01-04	day	2025-01-04
prod_1214	shop_001	737	200	0.2714	2025-01-04	day	2025-01-04
prod_1102	shop_003	7283	1927	0.2646	2025-01-04	day	2025-01-04
prod_1045	shop_001	3761	775	0.2061	2025-01-04	day	2025-01-04
prod_1460	shop_002	2149	278	0.1294	2025-01-04	day	2025-01-04
prod_1055	shop_002	3819	1108	0.2901	2025-01-04	day	2025-01-04
prod_1284	shop_001	4453	115	0.0258	2025-01-04	day	2025-01-04
prod_1251	shop_002	1350	225	0.1667	2025-01-04	day	2025-01-04
prod_1048	shop_003	1457	164	0.1126	2025-01-04	day	2025-01-04
prod_1349	shop_001	1373	46	0.0335	2025-01-04	day	2025-01-04
prod_1366	shop_001	4852	853	0.1758	2025-01-04	day	2025-01-04
prod_1034	shop_003	5071	682	0.1345	2025-01-04	day	2025-01-04
prod_1257	shop_003	6104	704	0.1153	2025-01-04	day	2025-01-04
prod_1361	shop_002	9493	685	0.0722	2025-01-04	day	2025-01-04
prod_1104	shop_001	5055	128	0.0253	2025-01-04	day	2025-01-04
prod_1334	shop_001	7219	1523	0.211	2025-01-04	day	2025-01-04
prod_1354	shop_001	6639	727	0.1095	2025-01-04	day	2025-01-04
prod_1434	shop_003	7273	1828	0.2513	2025-01-04	day	2025-01-04
prod_1351	shop_002	8660	117	0.0135	2025-01-04	day	2025-01-04
prod_1411	shop_001	2199	547	0.2487	2025-01-04	day	2025-01-04
prod_1477	shop_003	8908	2254	0.253	2025-01-04	day	2025-01-04
prod_1245	shop_002	9454	385	0.0407	2025-01-04	day	2025-01-04
prod_1363	shop_002	4593	1200	0.2613	2025-01-04	day	2025-01-04
prod_1353	shop_001	6221	270	0.0434	2025-01-04	day	2025-01-04
prod_1054	shop_003	8945	762	0.0852	2025-01-04	week	2025-01-04
prod_1322	shop_001	3126	498	0.1593	2025-01-04	week	2025-01-04
prod_1047	shop_002	4033	378	0.0937	2025-01-04	week	2025-01-04
prod_1018	shop_002	8926	1326	0.1486	2025-01-04	week	2025-01-04
prod_1188	shop_002	1578	67	0.0425	2025-01-04	week	2025-01-04
prod_1357	shop_001	5666	813	0.1435	2025-01-04	week	2025-01-04
prod_1081	shop_001	5245	988	0.1884	2025-01-04	week	2025-01-04
prod_1219	shop_003	4535	996	0.2196	2025-01-04	week	2025-01-04
prod_1048	shop_003	9271	1487	0.1604	2025-01-04	week	2025-01-04
prod_1105	shop_002	5119	1452	0.2836	2025-01-04	week	2025-01-04
prod_1458	shop_002	5113	878	0.1717	2025-01-04	week	2025-01-04
prod_1316	shop_001	6024	378	0.0627	2025-01-04	week	2025-01-04
prod_1421	shop_001	9525	741	0.0778	2025-01-04	week	2025-01-04
prod_1330	shop_001	4333	831	0.1918	2025-01-04	week	2025-01-04
prod_1094	shop_003	3558	48	0.0135	2025-01-04	week	2025-01-04
prod_1030	shop_003	7502	1076	0.1434	2025-01-04	week	2025-01-04
prod_1139	shop_003	5258	811	0.1542	2025-01-04	week	2025-01-04
prod_1000	shop_001	8547	327	0.0383	2025-01-04	week	2025-01-04
prod_1216	shop_003	826	244	0.2954	2025-01-04	week	2025-01-04
prod_1278	shop_002	4745	200	0.0421	2025-01-04	week	2025-01-04
prod_1343	shop_003	460	33	0.0717	2025-01-04	week	2025-01-04
prod_1321	shop_001	4608	211	0.0458	2025-01-04	week	2025-01-04
prod_1397	shop_002	1589	104	0.0654	2025-01-04	week	2025-01-04
prod_1297	shop_001	5885	459	0.078	2025-01-04	week	2025-01-04
prod_1017	shop_002	2100	480	0.2286	2025-01-04	week	2025-01-04
prod_1391	shop_003	7227	1165	0.1612	2025-01-04	week	2025-01-04
prod_1080	shop_002	7892	1861	0.2358	2025-01-04	week	2025-01-04
prod_1239	shop_001	3354	222	0.0662	2025-01-04	week	2025-01-04
prod_1445	shop_002	1224	350	0.2859	2025-01-04	week	2025-01-04
prod_1088	shop_003	4560	311	0.0682	2025-01-04	week	2025-01-04
prod_1290	shop_003	6111	1702	0.2785	2025-01-04	week	2025-01-04
prod_1148	shop_003	686	94	0.137	2025-01-04	week	2025-01-04
prod_1096	shop_001	3055	275	0.09	2025-01-04	week	2025-01-04
prod_1494	shop_001	9722	1842	0.1895	2025-01-04	week	2025-01-04
prod_1361	shop_001	1673	459	0.2744	2025-01-04	week	2025-01-04
prod_1384	shop_001	4919	1379	0.2803	2025-01-04	week	2025-01-04
prod_1068	shop_001	1902	543	0.2855	2025-01-04	week	2025-01-04
prod_1280	shop_001	5280	173	0.0328	2025-01-04	week	2025-01-04
prod_1159	shop_003	2733	672	0.2459	2025-01-04	week	2025-01-04
prod_1253	shop_002	5744	1293	0.2251	2025-01-04	week	2025-01-04
prod_1184	shop_001	1144	79	0.0691	2025-01-04	week	2025-01-04
prod_1027	shop_001	1235	317	0.2567	2025-01-04	week	2025-01-04
prod_1398	shop_002	901	170	0.1887	2025-01-04	week	2025-01-04
prod_1328	shop_001	1947	296	0.152	2025-01-04	week	2025-01-04
prod_1380	shop_001	3257	713	0.2189	2025-01-04	week	2025-01-04
prod_1432	shop_002	8449	648	0.0767	2025-01-04	week	2025-01-04
prod_1248	shop_001	1533	236	0.1539	2025-01-04	week	2025-01-04
prod_1124	shop_003	9719	1980	0.2037	2025-01-04	week	2025-01-04
prod_1229	shop_003	6703	349	0.0521	2025-01-04	week	2025-01-04
prod_1277	shop_001	8020	927	0.1156	2025-01-04	week	2025-01-04
prod_1430	shop_002	831	85	0.1023	2025-01-04	month	2025-01-04
prod_1061	shop_002	7752	598	0.0771	2025-01-04	month	2025-01-04
prod_1041	shop_001	6567	82	0.0125	2025-01-04	month	2025-01-04
prod_1324	shop_003	7159	1200	0.1676	2025-01-04	month	2025-01-04
prod_1487	shop_003	8523	901	0.1057	2025-01-04	month	2025-01-04
prod_1347	shop_003	1372	163	0.1188	2025-01-04	month	2025-01-04
prod_1079	shop_001	2964	770	0.2598	2025-01-04	month	2025-01-04
prod_1107	shop_001	474	121	0.2553	2025-01-04	month	2025-01-04
prod_1299	shop_002	8242	1856	0.2252	2025-01-04	month	2025-01-04
prod_1007	shop_003	9549	118	0.0124	2025-01-04	month	2025-01-04
prod_1251	shop_001	3660	157	0.0429	2025-01-04	month	2025-01-04
prod_1233	shop_001	4639	1210	0.2608	2025-01-04	month	2025-01-04
prod_1042	shop_001	1776	15	0.0084	2025-01-04	month	2025-01-04
prod_1463	shop_003	1842	509	0.2763	2025-01-04	month	2025-01-04
prod_1140	shop_003	8059	1860	0.2308	2025-01-04	month	2025-01-04
prod_1408	shop_001	8341	2275	0.2727	2025-01-04	month	2025-01-04
prod_1395	shop_003	8015	796	0.0993	2025-01-04	month	2025-01-04
prod_1358	shop_003	4909	962	0.196	2025-01-04	month	2025-01-04
prod_1089	shop_002	5684	1680	0.2956	2025-01-04	month	2025-01-04
prod_1447	shop_002	826	55	0.0666	2025-01-04	month	2025-01-04
prod_1160	shop_002	7960	1721	0.2162	2025-01-04	month	2025-01-04
prod_1104	shop_001	7269	542	0.0746	2025-01-04	month	2025-01-04
prod_1490	shop_002	5913	1546	0.2615	2025-01-04	month	2025-01-04
prod_1361	shop_001	969	32	0.033	2025-01-04	month	2025-01-04
prod_1098	shop_002	4653	542	0.1165	2025-01-04	month	2025-01-04
prod_1304	shop_002	1372	206	0.1501	2025-01-04	month	2025-01-04
prod_1215	shop_001	9740	2860	0.2936	2025-01-04	month	2025-01-04
prod_1085	shop_001	3101	161	0.0519	2025-01-04	month	2025-01-04
prod_1348	shop_001	2736	215	0.0786	2025-01-04	month	2025-01-04
prod_1453	shop_001	8418	2325	0.2762	2025-01-04	month	2025-01-04
prod_1482	shop_003	6411	907	0.1415	2025-01-04	month	2025-01-04
prod_1015	shop_002	5611	1624	0.2894	2025-01-04	month	2025-01-04
prod_1258	shop_003	4668	705	0.151	2025-01-04	month	2025-01-04
prod_1485	shop_003	3355	379	0.113	2025-01-04	month	2025-01-04
prod_1109	shop_003	1483	72	0.0486	2025-01-04	month	2025-01-04
prod_1181	shop_001	9668	45	0.0047	2025-01-04	month	2025-01-04
prod_1197	shop_001	5372	612	0.1139	2025-01-04	month	2025-01-04
prod_1105	shop_003	3028	198	0.0654	2025-01-04	month	2025-01-04
prod_1029	shop_003	317	42	0.1325	2025-01-04	month	2025-01-04
prod_1494	shop_001	9915	2875	0.29	2025-01-04	month	2025-01-04
prod_1411	shop_001	8463	1056	0.1248	2025-01-04	month	2025-01-04
prod_1440	shop_001	6766	1525	0.2254	2025-01-04	month	2025-01-04
prod_1211	shop_003	4493	270	0.0601	2025-01-04	month	2025-01-04
prod_1255	shop_001	2037	25	0.0123	2025-01-04	month	2025-01-04
prod_1022	shop_003	9552	233	0.0244	2025-01-04	month	2025-01-04
prod_1180	shop_003	9085	2665	0.2933	2025-01-04	month	2025-01-04
prod_1433	shop_001	8010	2278	0.2844	2025-01-04	month	2025-01-04
prod_1249	shop_002	1112	42	0.0378	2025-01-04	month	2025-01-04
prod_1333	shop_002	7808	2059	0.2637	2025-01-04	month	2025-01-04
prod_1231	shop_003	4644	719	0.1548	2025-01-04	month	2025-01-04
prod_1487	shop_003	3240	179	0.0552	2025-01-04	7days	2025-01-04
prod_1299	shop_001	2643	730	0.2762	2025-01-04	7days	2025-01-04
prod_1185	shop_001	4960	797	0.1607	2025-01-04	7days	2025-01-04
prod_1455	shop_001	4302	1111	0.2583	2025-01-04	7days	2025-01-04
prod_1034	shop_002	6012	1341	0.2231	2025-01-04	7days	2025-01-04
prod_1184	shop_002	6880	168	0.0244	2025-01-04	7days	2025-01-04
prod_1474	shop_001	3454	741	0.2145	2025-01-04	7days	2025-01-04
prod_1457	shop_001	1768	376	0.2127	2025-01-04	7days	2025-01-04
prod_1443	shop_002	3710	1005	0.2709	2025-01-04	7days	2025-01-04
prod_1016	shop_001	8363	1824	0.2181	2025-01-04	7days	2025-01-04
prod_1130	shop_001	8254	2147	0.2601	2025-01-04	7days	2025-01-04
prod_1488	shop_001	3323	354	0.1065	2025-01-04	7days	2025-01-04
prod_1300	shop_002	1760	211	0.1199	2025-01-04	7days	2025-01-04
prod_1415	shop_003	8177	103	0.0126	2025-01-04	7days	2025-01-04
prod_1334	shop_002	3655	822	0.2249	2025-01-04	7days	2025-01-04
prod_1222	shop_001	9816	831	0.0847	2025-01-04	7days	2025-01-04
prod_1310	shop_003	4143	70	0.0169	2025-01-04	7days	2025-01-04
prod_1376	shop_003	4915	766	0.1558	2025-01-04	7days	2025-01-04
prod_1314	shop_002	971	51	0.0525	2025-01-04	7days	2025-01-04
prod_1131	shop_003	3154	110	0.0349	2025-01-04	7days	2025-01-04
prod_1355	shop_002	4390	342	0.0779	2025-01-04	7days	2025-01-04
prod_1282	shop_001	8405	1406	0.1673	2025-01-04	7days	2025-01-04
prod_1419	shop_003	2948	514	0.1744	2025-01-04	7days	2025-01-04
prod_1436	shop_003	3601	647	0.1797	2025-01-04	7days	2025-01-04
prod_1047	shop_001	1901	208	0.1094	2025-01-04	7days	2025-01-04
prod_1342	shop_001	3946	117	0.0297	2025-01-04	7days	2025-01-04
prod_1165	shop_002	5111	1418	0.2774	2025-01-04	7days	2025-01-04
prod_1073	shop_002	6192	1336	0.2158	2025-01-04	7days	2025-01-04
prod_1324	shop_001	6145	1098	0.1787	2025-01-04	7days	2025-01-04
prod_1028	shop_001	6710	1031	0.1537	2025-01-04	7days	2025-01-04
prod_1002	shop_002	6095	1568	0.2573	2025-01-04	7days	2025-01-04
prod_1077	shop_003	5922	1341	0.2264	2025-01-04	7days	2025-01-04
prod_1000	shop_001	3345	621	0.1857	2025-01-04	7days	2025-01-04
prod_1057	shop_002	886	250	0.2822	2025-01-04	7days	2025-01-04
prod_1442	shop_003	9961	845	0.0848	2025-01-04	7days	2025-01-04
prod_1414	shop_001	4905	484	0.0987	2025-01-04	7days	2025-01-04
prod_1319	shop_003	562	12	0.0214	2025-01-04	7days	2025-01-04
prod_1026	shop_003	5909	122	0.0206	2025-01-04	7days	2025-01-04
prod_1431	shop_003	8025	818	0.1019	2025-01-04	7days	2025-01-04
prod_1266	shop_003	3229	589	0.1824	2025-01-04	7days	2025-01-04
prod_1020	shop_001	431	106	0.2459	2025-01-04	7days	2025-01-04
prod_1071	shop_002	2694	522	0.1938	2025-01-04	7days	2025-01-04
prod_1476	shop_003	983	152	0.1546	2025-01-04	7days	2025-01-04
prod_1446	shop_002	311	86	0.2765	2025-01-04	7days	2025-01-04
prod_1209	shop_002	5113	94	0.0184	2025-01-04	7days	2025-01-04
prod_1428	shop_002	7485	1449	0.1936	2025-01-04	7days	2025-01-04
prod_1104	shop_001	6333	1217	0.1922	2025-01-04	7days	2025-01-04
prod_1354	shop_002	6317	136	0.0215	2025-01-04	7days	2025-01-04
prod_1275	shop_003	4938	775	0.1569	2025-01-04	7days	2025-01-04
prod_1361	shop_002	9427	11	0.0012	2025-01-04	7days	2025-01-04
prod_1206	shop_001	6577	711	0.1081	2025-01-04	30days	2025-01-04
prod_1381	shop_003	9389	2566	0.2733	2025-01-04	30days	2025-01-04
prod_1471	shop_001	8635	1669	0.1933	2025-01-04	30days	2025-01-04
prod_1262	shop_003	1741	35	0.0201	2025-01-04	30days	2025-01-04
prod_1478	shop_001	3051	28	0.0092	2025-01-04	30days	2025-01-04
prod_1383	shop_003	5268	204	0.0387	2025-01-04	30days	2025-01-04
prod_1294	shop_002	1214	13	0.0107	2025-01-04	30days	2025-01-04
prod_1030	shop_003	4736	1065	0.2249	2025-01-04	30days	2025-01-04
prod_1252	shop_002	4139	267	0.0645	2025-01-04	30days	2025-01-04
prod_1001	shop_003	9459	2554	0.27	2025-01-04	30days	2025-01-04
prod_1166	shop_002	5607	101	0.018	2025-01-04	30days	2025-01-04
prod_1336	shop_003	8320	1815	0.2181	2025-01-04	30days	2025-01-04
prod_1237	shop_003	8976	1439	0.1603	2025-01-04	30days	2025-01-04
prod_1293	shop_001	9313	104	0.0112	2025-01-04	30days	2025-01-04
prod_1156	shop_001	5650	458	0.0811	2025-01-04	30days	2025-01-04
prod_1061	shop_003	6911	1836	0.2657	2025-01-04	30days	2025-01-04
prod_1021	shop_003	779	201	0.258	2025-01-04	30days	2025-01-04
prod_1231	shop_002	7117	1115	0.1567	2025-01-04	30days	2025-01-04
prod_1038	shop_002	9196	1123	0.1221	2025-01-04	30days	2025-01-04
prod_1106	shop_001	8083	242	0.0299	2025-01-04	30days	2025-01-04
prod_1048	shop_003	3763	441	0.1172	2025-01-04	30days	2025-01-04
prod_1089	shop_003	3217	330	0.1026	2025-01-04	30days	2025-01-04
prod_1459	shop_002	7700	2000	0.2597	2025-01-04	30days	2025-01-04
prod_1083	shop_002	3745	201	0.0537	2025-01-04	30days	2025-01-04
prod_1375	shop_002	4265	205	0.0481	2025-01-04	30days	2025-01-04
prod_1147	shop_003	4839	584	0.1207	2025-01-04	30days	2025-01-04
prod_1414	shop_001	4725	133	0.0281	2025-01-04	30days	2025-01-04
prod_1163	shop_003	8024	1667	0.2078	2025-01-04	30days	2025-01-04
prod_1370	shop_003	327	50	0.1529	2025-01-04	30days	2025-01-04
prod_1278	shop_003	5718	288	0.0504	2025-01-04	30days	2025-01-04
prod_1287	shop_002	723	144	0.1992	2025-01-04	30days	2025-01-04
prod_1031	shop_003	7046	606	0.086	2025-01-04	30days	2025-01-04
prod_1118	shop_001	8494	248	0.0292	2025-01-04	30days	2025-01-04
prod_1301	shop_001	2855	473	0.1657	2025-01-04	30days	2025-01-04
prod_1172	shop_003	7000	469	0.067	2025-01-04	30days	2025-01-04
prod_1008	shop_002	2945	268	0.091	2025-01-04	30days	2025-01-04
prod_1207	shop_002	6977	898	0.1287	2025-01-04	30days	2025-01-04
prod_1426	shop_001	2152	242	0.1125	2025-01-04	30days	2025-01-04
prod_1146	shop_003	6007	63	0.0105	2025-01-04	30days	2025-01-04
prod_1322	shop_003	1948	521	0.2675	2025-01-04	30days	2025-01-04
prod_1303	shop_002	9206	2247	0.2441	2025-01-04	30days	2025-01-04
prod_1266	shop_003	9200	1755	0.1908	2025-01-04	30days	2025-01-04
prod_1279	shop_002	6106	829	0.1358	2025-01-04	30days	2025-01-04
prod_1190	shop_001	9388	421	0.0448	2025-01-04	30days	2025-01-04
prod_1499	shop_003	5530	1657	0.2996	2025-01-04	30days	2025-01-04
prod_1277	shop_003	5328	1478	0.2774	2025-01-04	30days	2025-01-04
prod_1108	shop_002	3612	987	0.2733	2025-01-04	30days	2025-01-04
prod_1124	shop_002	2438	344	0.1411	2025-01-04	30days	2025-01-04
prod_1201	shop_002	4674	187	0.04	2025-01-04	30days	2025-01-04
prod_1200	shop_001	7642	379	0.0496	2025-01-04	30days	2025-01-04
prod_1169	shop_001	2139	532	0.2487	2025-01-05	day	2025-01-05
prod_1174	shop_002	8258	431	0.0522	2025-01-05	day	2025-01-05
prod_1226	shop_001	1921	195	0.1015	2025-01-05	day	2025-01-05
prod_1060	shop_003	1126	71	0.0631	2025-01-05	day	2025-01-05
prod_1288	shop_001	6922	424	0.0613	2025-01-05	day	2025-01-05
prod_1357	shop_003	9500	602	0.0634	2025-01-05	day	2025-01-05
prod_1266	shop_003	4580	545	0.119	2025-01-05	day	2025-01-05
prod_1095	shop_002	8212	1513	0.1842	2025-01-05	day	2025-01-05
prod_1046	shop_001	9712	1731	0.1782	2025-01-05	day	2025-01-05
prod_1422	shop_003	8175	1619	0.198	2025-01-05	day	2025-01-05
prod_1328	shop_001	6754	1647	0.2439	2025-01-05	day	2025-01-05
prod_1439	shop_001	431	31	0.0719	2025-01-05	day	2025-01-05
prod_1304	shop_002	5851	347	0.0593	2025-01-05	day	2025-01-05
prod_1333	shop_003	1933	557	0.2882	2025-01-05	day	2025-01-05
prod_1227	shop_003	1517	334	0.2202	2025-01-05	day	2025-01-05
prod_1008	shop_003	9875	524	0.0531	2025-01-05	day	2025-01-05
prod_1395	shop_003	4051	1142	0.2819	2025-01-05	day	2025-01-05
prod_1021	shop_002	8503	1155	0.1358	2025-01-05	day	2025-01-05
prod_1497	shop_002	1459	249	0.1707	2025-01-05	day	2025-01-05
prod_1184	shop_001	7063	384	0.0544	2025-01-05	day	2025-01-05
prod_1145	shop_003	4299	568	0.1321	2025-01-05	day	2025-01-05
prod_1434	shop_003	1968	283	0.1438	2025-01-05	day	2025-01-05
prod_1498	shop_001	1505	336	0.2233	2025-01-05	day	2025-01-05
prod_1048	shop_002	3213	63	0.0196	2025-01-05	day	2025-01-05
prod_1272	shop_003	2048	38	0.0186	2025-01-05	day	2025-01-05
prod_1440	shop_001	4870	1228	0.2522	2025-01-05	day	2025-01-05
prod_1299	shop_003	7888	1407	0.1784	2025-01-05	day	2025-01-05
prod_1380	shop_001	1764	266	0.1508	2025-01-05	day	2025-01-05
prod_1476	shop_003	2047	530	0.2589	2025-01-05	day	2025-01-05
prod_1140	shop_001	8929	705	0.079	2025-01-05	day	2025-01-05
prod_1181	shop_001	3653	633	0.1733	2025-01-05	day	2025-01-05
prod_1402	shop_003	9827	2635	0.2681	2025-01-05	day	2025-01-05
prod_1085	shop_002	809	52	0.0643	2025-01-05	day	2025-01-05
prod_1143	shop_002	3930	820	0.2087	2025-01-05	day	2025-01-05
prod_1172	shop_002	8148	671	0.0824	2025-01-05	day	2025-01-05
prod_1384	shop_001	8792	1717	0.1953	2025-01-05	day	2025-01-05
prod_1207	shop_002	3485	205	0.0588	2025-01-05	day	2025-01-05
prod_1036	shop_002	7284	1498	0.2057	2025-01-05	day	2025-01-05
prod_1354	shop_002	705	81	0.1149	2025-01-05	day	2025-01-05
prod_1313	shop_003	8161	1648	0.2019	2025-01-05	day	2025-01-05
prod_1370	shop_003	1683	484	0.2876	2025-01-05	day	2025-01-05
prod_1264	shop_003	7966	786	0.0987	2025-01-05	day	2025-01-05
prod_1244	shop_001	6754	1964	0.2908	2025-01-05	day	2025-01-05
prod_1176	shop_001	1562	21	0.0134	2025-01-05	day	2025-01-05
prod_1061	shop_003	1531	240	0.1568	2025-01-05	day	2025-01-05
prod_1039	shop_001	7019	1488	0.212	2025-01-05	day	2025-01-05
prod_1025	shop_003	8734	116	0.0133	2025-01-05	day	2025-01-05
prod_1433	shop_002	6174	235	0.0381	2025-01-05	day	2025-01-05
prod_1201	shop_001	4485	554	0.1235	2025-01-05	day	2025-01-05
prod_1150	shop_003	7017	1423	0.2028	2025-01-05	day	2025-01-05
prod_1165	shop_002	7647	2165	0.2831	2025-01-05	week	2025-01-05
prod_1245	shop_001	923	199	0.2156	2025-01-05	week	2025-01-05
prod_1058	shop_001	7316	328	0.0448	2025-01-05	week	2025-01-05
prod_1331	shop_001	5328	1169	0.2194	2025-01-05	week	2025-01-05
prod_1481	shop_001	2620	566	0.216	2025-01-05	week	2025-01-05
prod_1066	shop_001	6840	605	0.0885	2025-01-05	week	2025-01-05
prod_1396	shop_001	7307	2017	0.276	2025-01-05	week	2025-01-05
prod_1008	shop_003	4583	1029	0.2245	2025-01-05	week	2025-01-05
prod_1179	shop_002	9821	2121	0.216	2025-01-05	week	2025-01-05
prod_1039	shop_003	2754	430	0.1561	2025-01-05	week	2025-01-05
prod_1114	shop_003	8594	868	0.101	2025-01-05	week	2025-01-05
prod_1292	shop_002	9152	2244	0.2452	2025-01-05	week	2025-01-05
prod_1110	shop_002	2474	389	0.1572	2025-01-05	week	2025-01-05
prod_1074	shop_002	1447	30	0.0207	2025-01-05	week	2025-01-05
prod_1447	shop_001	7303	1723	0.2359	2025-01-05	week	2025-01-05
prod_1394	shop_001	9716	1173	0.1207	2025-01-05	week	2025-01-05
prod_1464	shop_002	2911	834	0.2865	2025-01-05	week	2025-01-05
prod_1052	shop_003	1928	179	0.0928	2025-01-05	week	2025-01-05
prod_1403	shop_001	1357	332	0.2447	2025-01-05	week	2025-01-05
prod_1174	shop_001	4752	191	0.0402	2025-01-05	week	2025-01-05
prod_1244	shop_001	6651	596	0.0896	2025-01-05	week	2025-01-05
prod_1211	shop_002	7775	1750	0.2251	2025-01-05	week	2025-01-05
prod_1021	shop_003	5394	1055	0.1956	2025-01-05	week	2025-01-05
prod_1323	shop_002	378	107	0.2831	2025-01-05	week	2025-01-05
prod_1175	shop_003	7437	911	0.1225	2025-01-05	week	2025-01-05
prod_1172	shop_002	6302	1091	0.1731	2025-01-05	week	2025-01-05
prod_1299	shop_002	1775	310	0.1746	2025-01-05	week	2025-01-05
prod_1290	shop_002	8373	900	0.1075	2025-01-05	week	2025-01-05
prod_1379	shop_003	4128	129	0.0312	2025-01-05	week	2025-01-05
prod_1429	shop_001	2438	368	0.1509	2025-01-05	week	2025-01-05
prod_1411	shop_003	1162	241	0.2074	2025-01-05	week	2025-01-05
prod_1398	shop_003	9227	2735	0.2964	2025-01-05	week	2025-01-05
prod_1499	shop_001	853	162	0.1899	2025-01-05	week	2025-01-05
prod_1280	shop_003	3355	838	0.2498	2025-01-05	week	2025-01-05
prod_1138	shop_003	3517	195	0.0554	2025-01-05	week	2025-01-05
prod_1049	shop_001	2631	740	0.2813	2025-01-05	week	2025-01-05
prod_1140	shop_001	6380	797	0.1249	2025-01-05	week	2025-01-05
prod_1101	shop_003	1637	344	0.2101	2025-01-05	week	2025-01-05
prod_1470	shop_002	1956	226	0.1155	2025-01-05	week	2025-01-05
prod_1335	shop_002	7035	1211	0.1721	2025-01-05	week	2025-01-05
prod_1073	shop_003	7358	284	0.0386	2025-01-05	week	2025-01-05
prod_1358	shop_001	4408	435	0.0987	2025-01-05	week	2025-01-05
prod_1137	shop_003	2658	465	0.1749	2025-01-05	week	2025-01-05
prod_1387	shop_002	680	30	0.0441	2025-01-05	week	2025-01-05
prod_1317	shop_001	3962	477	0.1204	2025-01-05	week	2025-01-05
prod_1232	shop_001	227	29	0.1278	2025-01-05	week	2025-01-05
prod_1359	shop_003	9248	186	0.0201	2025-01-05	week	2025-01-05
prod_1099	shop_003	8477	252	0.0297	2025-01-05	week	2025-01-05
prod_1361	shop_001	1827	424	0.2321	2025-01-05	week	2025-01-05
prod_1488	shop_001	1005	79	0.0786	2025-01-05	week	2025-01-05
prod_1068	shop_002	9369	335	0.0358	2025-01-05	month	2025-01-05
prod_1043	shop_001	2855	462	0.1618	2025-01-05	month	2025-01-05
prod_1254	shop_001	8284	88	0.0106	2025-01-05	month	2025-01-05
prod_1094	shop_003	8644	920	0.1064	2025-01-05	month	2025-01-05
prod_1403	shop_003	1736	356	0.2051	2025-01-05	month	2025-01-05
prod_1204	shop_003	7839	2313	0.2951	2025-01-05	month	2025-01-05
prod_1331	shop_001	7542	1680	0.2228	2025-01-05	month	2025-01-05
prod_1240	shop_003	8883	296	0.0333	2025-01-05	month	2025-01-05
prod_1119	shop_003	9442	1190	0.126	2025-01-05	month	2025-01-05
prod_1243	shop_001	5633	239	0.0424	2025-01-05	month	2025-01-05
prod_1237	shop_001	6089	818	0.1343	2025-01-05	month	2025-01-05
prod_1205	shop_003	762	160	0.21	2025-01-05	month	2025-01-05
prod_1273	shop_001	7503	1768	0.2356	2025-01-05	month	2025-01-05
prod_1020	shop_001	4708	841	0.1786	2025-01-05	month	2025-01-05
prod_1015	shop_003	2130	522	0.2451	2025-01-05	month	2025-01-05
prod_1196	shop_002	7466	1263	0.1692	2025-01-05	month	2025-01-05
prod_1466	shop_003	7173	1406	0.196	2025-01-05	month	2025-01-05
prod_1362	shop_002	2256	305	0.1352	2025-01-05	month	2025-01-05
prod_1308	shop_002	2130	510	0.2394	2025-01-05	month	2025-01-05
prod_1164	shop_002	3035	91	0.03	2025-01-05	month	2025-01-05
prod_1286	shop_001	6786	1377	0.2029	2025-01-05	month	2025-01-05
prod_1431	shop_003	5362	1109	0.2068	2025-01-05	month	2025-01-05
prod_1019	shop_001	5223	1139	0.2181	2025-01-05	month	2025-01-05
prod_1010	shop_003	3158	176	0.0557	2025-01-05	month	2025-01-05
prod_1353	shop_003	2336	651	0.2787	2025-01-05	month	2025-01-05
prod_1491	shop_003	6668	621	0.0931	2025-01-05	month	2025-01-05
prod_1300	shop_003	4747	284	0.0598	2025-01-05	month	2025-01-05
prod_1298	shop_003	3297	620	0.188	2025-01-05	month	2025-01-05
prod_1321	shop_003	8554	407	0.0476	2025-01-05	month	2025-01-05
prod_1416	shop_001	5898	43	0.0073	2025-01-05	month	2025-01-05
prod_1029	shop_003	4171	992	0.2378	2025-01-05	month	2025-01-05
prod_1380	shop_001	6033	302	0.0501	2025-01-05	month	2025-01-05
prod_1302	shop_001	7356	1812	0.2463	2025-01-05	month	2025-01-05
prod_1468	shop_001	8120	2229	0.2745	2025-01-05	month	2025-01-05
prod_1066	shop_003	1702	341	0.2004	2025-01-05	month	2025-01-05
prod_1208	shop_002	5453	401	0.0735	2025-01-05	month	2025-01-05
prod_1005	shop_001	9861	1524	0.1545	2025-01-05	month	2025-01-05
prod_1050	shop_001	9242	2741	0.2966	2025-01-05	month	2025-01-05
